App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements
6108778,HDR,4/18/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108775,HDR,4/18/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108723,HDR,4/18/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108785,HDR,4/18/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108783,HDR,4/18/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed
6108707,HDR,4/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108752,HDR,4/18/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108792,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108791,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108793,HDR,4/19/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed
6108814,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108797,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108794,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108812,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108815,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108801,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed
6108798,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108809,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108807,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108790,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108817,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed
6108802,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108808,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108820,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6108795,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108789,HDR,4/19/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108821,HDR,4/19/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108806,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108818,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108819,HDR,4/19/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108800,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108816,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108803,HDR,4/19/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed
6108805,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108811,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed
6108799,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108813,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108796,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108804,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108824,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed
6108828,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108830,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108829,HDR,4/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed
6108825,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108827,HDR,4/20/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable
6108833,HDR,4/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108823,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108840,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108842,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108836,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108837,HDR,4/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108831,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108841,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108822,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed
6108843,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6108838,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed
6108834,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108839,HDR,4/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108826,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108835,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108864,HDR,4/21/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108858,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108902,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108885,HDR,4/21/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108909,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable
6108924,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108867,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108927,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed; Copy of DMV license needed
6108882,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable
6108916,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed
6108929,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108869,HDR,4/21/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108857,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108887,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed
6108880,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108925,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108907,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108917,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108888,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108865,HDR,4/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108871,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108894,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable
6108914,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108851,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108845,HDR,4/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108872,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed
6108926,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed
6108861,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108889,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108846,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108895,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6108863,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108921,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed
6108900,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108905,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable
6108884,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108852,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6108923,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108928,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108920,HDR,4/21/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108870,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108855,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable
6108856,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108862,HDR,4/21/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108906,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108881,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108903,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108930,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108848,HDR,4/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108866,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed
6108904,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108922,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108877,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108897,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108876,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed
6108853,HDR,4/21/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108860,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed; Copy of DMV license needed
6108910,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108892,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108886,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed
6108875,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108912,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108890,VDR,4/21/2025,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Copy of DMV license needed
6108893,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108883,HDR,4/21/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108899,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108868,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108847,HDR,4/21/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108849,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed
6108898,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108896,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108913,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed
6108874,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed
6108915,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed
6108901,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108891,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108911,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6108844,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed
6108919,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed
6108918,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108878,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed
6108879,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed
6108859,HDR,4/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108850,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108971,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108998,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed
6108984,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109018,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108981,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable
6108990,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6109010,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108975,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109003,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108978,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed
6109009,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6109002,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108979,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108994,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108999,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed
6109007,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed
6109016,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108983,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108982,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108977,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6109015,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable
6109006,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108980,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108932,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108989,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108933,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109011,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108972,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108993,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed
6108973,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed
6109005,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed
6109008,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed
6109017,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108934,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109019,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108985,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108995,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108988,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109020,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6109014,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed
6109013,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109021,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108986,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable
6108996,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed
6108997,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed
6109001,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information
6108992,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109004,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed
6109012,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108935,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108991,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed
6109000,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108931,HDR,4/22/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108970,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108987,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108976,HDR,4/22/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109055,HDR,4/23/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed
6109044,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109032,HDR,4/23/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable
6109025,HDR,4/23/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109070,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109026,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109023,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6109115,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109047,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6109065,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109030,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109067,HDR,4/23/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6109050,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109063,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed
6109043,HDR,4/23/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed
6109053,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6109060,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6109027,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109024,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed
6109029,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6109113,HDR,4/23/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed
6109046,HDR,4/23/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed
6109056,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
