OBJECTID,workclass,permitclass,proposedworkdescription,permitclassmapped,applieddate,issueddate,estprojectcost,constcompletedofficial,censuslanduse,censuslandusecode,contractorcompanyname,contractorcity,countylocation,description,expiresdate,fee,housingunitstotal,issueddate_mth,issueddate_yr,jurisdiction_inout_ral,latitude_perm,longitude_perm,originalzip,proposeduse,recordupdatedate,statuscurrent,statuscurrentmapped,workclassmapped,CreationDate,EditDate,permitnum
270983,New Single Family Dwelling,,"NSFD Peace River Lot 69
5132 Ranger Grove Way
Mono Slab",Residential,2024/10/21 15:35:31.037+00,2024/11/27 13:58:56.253+00,380636.46,No, DETACHED SINGLE FAMILY DWELLING,101,"DRB Group - North Carolina, LLC",Durham,,"NSFD Peace River Lot 69
5132 Ranger Grove Way
Mono Slab",2025/05/26 00:00:00+00,6293,,11,2024,Inside City Limits,35.8418179,-78.52337292,27604, DETACHED SINGLE FAMILY DWELLING,2024/11/28 01:29:37.920+00,Issued,Permit Issued,New,2024/10/22 12:51:19.598+00,2024/11/30 11:06:57.212+00,BLDR-052149-2024
270984,New Residential Dwelling,,"New Single Family Dwelling
Rhyd Village Lot 1
Custom
Sealed Crawl
Rear Screen Porch
Grill Deck
Cover",Residential,2024/10/21 12:49:11.213+00,2025/01/16 13:28:09+00,653968.08,No, DETACHED SINGLE FAMILY DWELLING,101,"KEN HARVEY HOMES, L.L.C.",,,"New Single Family Dwelling
Rhyd Village Lot 1
Custom
Sealed Crawl
Rear Screen Porch
Grill Deck
Cover",2025/07/18 13:25:35+00,7758,,1,2025,Inside City Limits,35.79568392,-78.65518689,27605, DETACHED SINGLE FAMILY DWELLING,2025/01/16 13:28:14.240+00,Issued,Permit Issued,Existing,2024/10/22 12:51:19.598+00,2025/01/19 11:06:06.756+00,BLDR-052049-2024
270985,Alteration/Repairs ,,"Master bath renovation.Minor reframe for water closet and shower. New tub in same location, new show",Residential,2024/10/21 11:56:09.400+00,2024/11/01 13:19:56.303+00,12321.75,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"CHC Commercial Builders, LLC",Raleigh,,"Master bath renovation.Minor reframe for water closet and shower. New tub in same location, new show",2025/12/11 11:57:07+00,127,,11,2024,Inside City Limits,35.90383689,-78.63958088,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/11 11:57:39.043+00,Issued,Permit Issued,Existing,2024/10/22 12:51:19.598+00,2024/12/14 11:06:17.737+00,BLDR-052033-2024
270986,Addition,,We will be enclosing the existing carport,Residential,2024/10/21 12:55:46.110+00,2025/01/10 20:07:42.843+00,44780.76,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,JCM Renovations,,,We will be enclosing the existing carport,2026/01/15 13:10:38+00,493,,1,2025,Inside City Limits,35.8748119,-78.54467141,27616, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/15 13:10:44.817+00,Issued,Permit Issued,New,2024/10/22 12:51:19.598+00,2025/01/18 11:06:57.363+00,BLDR-052053-2024
270989,Alteration/Repairs ,,Opening kitchen walls to extend kitchen. Vaulting ceiling in kitchen and living room. Relocating mas,Residential,2024/10/21 18:48:34.053+00,2024/12/19 14:19:52.330+00,161872.59,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Oak Town Builders,Wake Forest,,Opening kitchen walls to extend kitchen. Vaulting ceiling in kitchen and living room. Relocating mas,2025/06/17 00:00:00+00,835,,12,2024,Inside City Limits,35.81252292,-78.69645637,27607, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/19 14:19:52.330+00,Issued,Permit Issued,Existing,2024/10/22 12:51:19.598+00,2024/12/22 11:06:50.841+00,BLDR-052182-2024
270992,Deck/Porch,,Replace existing deck with screned porch,Residential,2024/10/21 11:45:20.073+00,2024/11/08 19:08:08.863+00,39159,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Laguna Structures,Clayton,,Replace existing deck with screned porch,2025/11/24 08:26:32+00,352,,11,2024,Inside City Limits,35.86537091,-78.72560286,27612, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/20 12:55:18.307+00,Issued,Permit Issued,Existing,2024/10/22 12:51:19.598+00,2025/01/22 11:06:53.010+00,BLDR-052027-2024
270995,New Residential Dwelling,,"NSFD LOT 39 GEORGETOWN
 DEMO-043167-2024 Issued date 10/21/2024
CRAWL SPACE
FIREPLACE IN FAMILY ROOM",Residential,2024/10/21 12:52:59.627+00,2024/12/16 20:16:38.043+00,566941.32,No, DETACHED SINGLE FAMILY DWELLING,101,URBAN BUILDING SOLUTIONS LLC,Raleigh,,"NSFD LOT 39 GEORGETOWN
 DEMO-043167-2024 Issued date 10/21/2024
CRAWL SPACE
FIREPLACE IN FAMILY ROOM",2026/01/06 15:41:49+00,3477,,12,2024,Inside City Limits,35.80570992,-78.62912289,27608, DETACHED SINGLE FAMILY DWELLING,2025/01/06 15:41:57.557+00,Issued,Permit Issued,Existing,2024/10/22 12:51:19.598+00,2025/01/09 11:06:20.638+00,BLDR-052051-2024
271002,Alteration/Repairs ,,"Replace broken rafter and install new. there is a whole in the roof. this price is for new roof, rep",Residential,2024/10/21 15:21:03+00,2024/10/28 20:33:07.033+00,45000,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,PWOSH LLC,,Wake,"Replace broken rafter and install new. there is a whole in the roof. this price is for new roof, rep",2025/11/06 14:41:43+00,175,,10,2024,Inside City Limits,35.81862491,-78.64049439,27609, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/06 14:44:51.387+00,Complete,Permit Finaled,Existing,2024/10/22 12:51:19.598+00,2024/11/09 11:06:35.387+00,BLDR-052138-2024
271004,Alteration/Repairs ,,Remove and replace 9 windows like for like no structural changes.,Residential,2024/10/21 09:55:37.017+00,2024/10/31 11:37:34.070+00,8408,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,WINDOW NATION,GLASTONBURY,,Remove and replace 9 windows like for like no structural changes.,2025/12/18 09:39:16+00,127,,10,2024,Inside City Limits,35.86607291,-78.71172036,27613, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/18 09:40:28.663+00,Complete,Permit Finaled,Existing,2024/10/22 12:51:19.598+00,2024/12/21 11:06:45.376+00,BLDR-051969-2024
271005,New Single Family Dwelling,,"New Single Family Home - LOT 59 NORTH RIDGE SUB
 DEMO-029134-2024 ISSUED 09/11/2024
Crawl Space
Slab",Residential,2024/10/21 13:42:17.237+00,2024/12/18 18:15:31.220+00,1215839.88,No, DETACHED SINGLE FAMILY DWELLING,101,RALEIGH CUSTOM HOMES,,,"New Single Family Home - LOT 59 NORTH RIDGE SUB
 DEMO-029134-2024 ISSUED 09/11/2024
Crawl Space
Slab",2025/06/16 00:00:00+00,7186,,12,2024,Inside City Limits,35.8803289,-78.61209939,27615, DETACHED SINGLE FAMILY DWELLING,2024/12/19 01:47:55.217+00,Issued,Permit Issued,New,2024/10/22 12:51:19.598+00,2024/12/21 11:06:45.376+00,BLDR-052069-2024
271006,Addition,,"ADDITION/ALTERATION WORK COMPLETED WITHOUT PERMITS
•	Main House Existing w/ location of Air Handler
",Residential,2024/10/20 23:16:26+00,2025/01/09 15:29:45.390+00,256609.28,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Fran Robertson Building with Design,Raleigh,Wake,"ADDITION/ALTERATION WORK COMPLETED WITHOUT PERMITS
•	Main House Existing w/ location of Air Handler
",2025/07/08 00:00:00+00,1703,,1,2025,Outside City Limits,35.80563791,-78.5890729,27604, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/09 15:29:45.390+00,Issued,Permit Issued,New,2024/10/22 12:51:19.598+00,2025/01/12 11:06:55.304+00,BLDR-051874-2024
271008,Alteration/Repairs ,,"REF ZONE-043925-2024-Repair fire damage. framing, drywall, painting, insulation, electrical, plumbin",Residential,2024/10/20 18:06:52.647+00,2024/11/05 20:40:35.137+00,71174.4,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,TAYLORS CLEANING & RESTORATION,Cary,,"REF ZONE-043925-2024-Repair fire damage. framing, drywall, painting, insulation, electrical, plumbin",2025/05/04 00:00:00+00,269,,11,2024,Inside City Limits,35.84791991,-78.65601938,27609, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/05 09:45:56.837+00,Issued,Permit Issued,Existing,2024/10/22 12:51:19.598+00,2024/12/08 11:06:32.208+00,BLDR-051866-2024
271011,Retaining Wall,,REPLACE EXPIRED PERMIT # BLDNR-025861-2022 Retaining Wall HH,Non-Residential,2024/10/21 13:50:44+00,2024/11/20 21:20:16.317+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,New South Construction Company LLC,Atlanta,Wake,REPLACE EXPIRED PERMIT # BLDNR-025861-2022 Retaining Wall HH,2026/01/02 16:48:36+00,117,,11,2024,Inside City Limits,35.8719949,-78.56869691,27616,"	 MISCELLANEOUS SUCH AS FENCES",2025/01/02 16:49:32.050+00,Complete,Permit Finaled,Existing,2024/10/22 12:51:19.598+00,2025/01/05 11:06:18.927+00,BLDNR-052074-2024
271019,Alteration/Repairs ,,add shower vanity and toilet,Residential,2024/10/22 14:37:37.590+00,2024/11/07 21:51:58.767+00,1408.2,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Bliss homes,Raleigh,,add shower vanity and toilet,2025/05/06 00:00:00+00,127,,11,2024,Inside City Limits,35.81001191,-78.63292539,27608, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/07 21:51:58.767+00,Issued,Permit Issued,Existing,2024/10/24 11:06:44.368+00,2024/11/09 11:06:35.387+00,BLDR-052387-2024
271020,Retaining Wall,,THE PROPOSED PROJECT CONSIST OF THE INSTALLATION OF AN ALUMINUM ARCH PIPE WITHIN AN EXISTING STREAM ,Residential,2024/10/22 13:16:54+00,2024/11/20 20:34:15.967+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,"J. W. Hunter Company, Inc.",Wilson,Wake,THE PROPOSED PROJECT CONSIST OF THE INSTALLATION OF AN ALUMINUM ARCH PIPE WITHIN AN EXISTING STREAM ,2025/12/18 10:47:49+00,343,,11,2024,Inside City Limits,35.80960692,-78.67430288,27607,"	 MISCELLANEOUS SUCH AS FENCES",2024/12/18 10:49:43.930+00,Issued,Permit Issued,Existing,2024/10/24 11:06:44.368+00,2024/12/21 11:06:45.376+00,BLDR-052342-2024
271021,Townhouse,,"NEW TH LOTS 128-131, SPR-0155-2022, PROJECT CONSISTS OF 4 CASES 2 STORY5-B CONSR R-3 OCC
BLDR-052225",Residential,2024/10/22 09:24:07.203+00,2025/01/02 15:37:00+00,340361.94,No,"	 RESIDENTIAL TOWNHOUSE",102,Taylor Morrison of Carolina,,,"NEW TH LOTS 128-131, SPR-0155-2022, PROJECT CONSISTS OF 4 CASES 2 STORY5-B CONSR R-3 OCC
BLDR-052225",2026/01/09 10:03:05+00,5072,,1,2025,Inside City Limits,35.83467191,-78.68913487,27616,"	 RESIDENTIAL TOWNHOUSE",2025/01/09 10:03:14.460+00,Issued,Permit Issued,New,2024/10/24 11:06:44.368+00,2025/01/12 11:06:55.304+00,BLDR-052225-2024
271022,New Single Family Dwelling,,"NSFD LOT 127 Olde Towne PH2A
2245 Abbeyhill Dr 5524849 Raleigh, NC 27610
MONO SLAB",Residential,2024/10/22 12:37:23.203+00,2024/12/16 16:21:23.247+00,399647.16,No, DETACHED SINGLE FAMILY DWELLING,101,Toll Brothers,Morrisville,,"NSFD LOT 127 Olde Towne PH2A
2245 Abbeyhill Dr 5524849 Raleigh, NC 27610
MONO SLAB",2025/06/14 00:00:00+00,6440,,12,2024,Inside City Limits,35.74404193,-78.55588542,27610, DETACHED SINGLE FAMILY DWELLING,2024/12/19 17:50:37.917+00,Issued,Permit Issued,New,2024/10/24 11:06:44.368+00,2024/12/22 11:06:50.841+00,BLDR-052323-2024
271023,New Residential Dwelling,,"New Single Family Dwelling 
Cavastead Lot 37
Elder / Elevation K
Monoslab
Rear Patio",Residential,2024/10/22 12:52:26.030+00,2025/01/14 14:54:04+00,366836.1,No, DETACHED SINGLE FAMILY DWELLING,101,"NVR, Inc., T/A; Ryan Homes and/or NVHomes",,,"New Single Family Dwelling 
Cavastead Lot 37
Elder / Elevation K
Monoslab
Rear Patio",2025/07/16 14:53:30+00,6215,,1,2025,Inside City Limits,35.71562893,-78.54060342,27610, DETACHED SINGLE FAMILY DWELLING,2025/01/14 14:54:09.010+00,Issued,Permit Issued,Existing,2024/10/24 11:06:44.368+00,2025/01/17 11:06:44.372+00,BLDR-052331-2024
271025,Temporary Trailer,,This application is for the placement of a site trailer within the Limits of Disturbance associated ,Non-Residential,2024/10/18 10:58:57+00,2024/11/18 15:51:37.860+00,0,No,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",328,BROOKWOOD CONSTRUCTION,,Wake,This application is for the placement of a site trailer within the Limits of Disturbance associated ,2025/12/02 10:35:25+00,379,,11,2024,Inside City Limits,35.82046991,-78.62394339,27609,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",2024/12/02 10:35:48.007+00,Issued,Permit Issued,New,2024/10/24 11:06:44.368+00,2024/12/05 11:07:18.778+00,BLDNR-051760-2024
271028,Addition,,SUNROOM ADDITION,Residential,2024/10/22 16:10:47.023+00,2024/12/19 19:37:44.080+00,84492,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Sjervis Construction,Holly Springs,,SUNROOM ADDITION,2026/01/09 15:49:56+00,895,,12,2024,Inside City Limits,35.75102593,-78.72643987,27606, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/09 15:50:04.610+00,Issued,Permit Issued,New,2024/10/24 11:06:44.368+00,2025/01/12 11:06:55.304+00,BLDR-052434-2024
271030,Deck/Porch,,"Build a new deck which wraps around the back of the house 
Section # 1- 14' x 23'
Section # 2-   9' ",Residential,2024/10/22 16:31:03.457+00,2025/01/07 22:25:48.200+00,16900,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,MERIC GROUP,,,"Build a new deck which wraps around the back of the house 
Section # 1- 14' x 23'
Section # 2-   9' ",2026/01/15 13:55:59+00,234,,1,2025,Inside City Limits,35.90126289,-78.5816524,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/16 17:13:02.707+00,Issued,Permit Issued,Existing,2024/10/24 11:06:44.368+00,2025/01/19 11:06:06.756+00,BLDR-052438-2024
271031,New Residential Dwelling,,Building an ADU in back yard,Residential,2024/10/18 13:47:58.247+00,2025/01/03 17:14:57+00,85618.56,No, DETACHED SINGLE FAMILY DWELLING,101,Tiny Homes Raleigh LLC,,,Building an ADU in back yard,2025/07/05 17:13:34+00,726,,1,2025,Inside City Limits,35.79401892,-78.71750737,27606, DETACHED SINGLE FAMILY DWELLING,2025/01/14 16:18:27.073+00,Issued,Permit Issued,Existing,2024/10/24 11:06:44.368+00,2025/01/17 11:06:44.372+00,BLDR-051793-2024
271032,New Residential Dwelling,,"New Single Family Dwelling 
Cavastead Lot 31
Cedar / Elevation K
Monoslab
Rear Patio",Residential,2024/10/22 11:14:53.477+00,2024/11/26 14:17:56.423+00,323886,No, DETACHED SINGLE FAMILY DWELLING,101,"NVR, Inc., T/A; Ryan Homes and/or NVHomes",,,"New Single Family Dwelling 
Cavastead Lot 31
Cedar / Elevation K
Monoslab
Rear Patio",2026/01/16 12:07:59+00,5971,,11,2024,Inside City Limits,35.71544893,-78.53981592,27610, DETACHED SINGLE FAMILY DWELLING,2025/01/16 12:08:12.627+00,Issued,Permit Issued,Existing,2024/10/24 11:06:44.368+00,2025/01/19 11:06:06.756+00,BLDR-052280-2024
271033,Alteration/Repairs ,,Kitchen remodel. Will be removing non-load bearing wall that is separating the kitchen from the livi,Residential,2024/10/23 15:00:32.373+00,2024/10/31 16:19:19.117+00,14082,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,,,,Kitchen remodel. Will be removing non-load bearing wall that is separating the kitchen from the livi,2025/04/29 00:00:00+00,127,,10,2024,Inside City Limits,35.8816249,-78.71484336,27613, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/10/31 16:19:19.117+00,Issued,Permit Issued,Existing,2024/10/25 11:07:17.029+00,2024/11/03 17:19:46.190+00,BLDR-052589-2024
271034,Townhouse,,"NEW TH LOTS 100-105, SPR 0068-2022, PROJECT CONSISTS OF 6 CASES. 2 STORY 5-B CONST R-3 OCC
BLDR-0525",Residential,2024/10/23 13:03:20.187+00,2024/12/31 14:18:13.890+00,220383.3,No,"	 RESIDENTIAL TOWNHOUSE",102,DR HORTON-TORREY HOMES INC,,,"NEW TH LOTS 100-105, SPR 0068-2022, PROJECT CONSISTS OF 6 CASES. 2 STORY 5-B CONST R-3 OCC
BLDR-0525",2026/01/05 10:49:29+00,4386,,12,2024,Inside City Limits,35.89669089,-78.54265991,27616,"	 RESIDENTIAL TOWNHOUSE",2025/01/15 14:30:19.067+00,Issued,Permit Issued,New,2024/10/25 11:07:17.029+00,2025/01/18 11:06:57.363+00,BLDR-052554-2024
271039,Alteration/Repairs ,,"Large tree fell on home.  Repairs to framing, insulation, drywall, full roof replacement, electrical",Residential,2024/10/23 10:25:07.227+00,2024/10/31 15:51:35.490+00,79200,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,CAROLINA RESTORATION SERVICES OF NC,Morrisville,,"Large tree fell on home.  Repairs to framing, insulation, drywall, full roof replacement, electrical",2025/04/29 00:00:00+00,299,,10,2024,Inside City Limits,35.75034193,-78.68926538,27603, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/10/31 15:51:35.490+00,Issued,Permit Issued,Existing,2024/10/25 11:07:17.029+00,2024/11/03 17:19:46.190+00,BLDR-052504-2024
271040,New Residential Dwelling,,"NSFD LOT 18 FAIRGROUND PARK
709 Chamberlain St 2808309 Raleigh, NC 27607
CRAWL SPACE
FIREPLACE IN FA",Residential,2024/10/23 11:06:26.297+00,2025/01/14 06:40:43+00,632000.16,No, DETACHED SINGLE FAMILY DWELLING,101,Speight Built LLC,Raleigh,,"NSFD LOT 18 FAIRGROUND PARK
709 Chamberlain St 2808309 Raleigh, NC 27607
CRAWL SPACE
FIREPLACE IN FA",2025/07/16 06:39:00+00,8039,,1,2025,Inside City Limits,35.79464892,-78.66542888,27607, DETACHED SINGLE FAMILY DWELLING,2025/01/14 06:40:49.780+00,Issued,Permit Issued,Existing,2024/10/25 11:07:17.029+00,2025/01/17 11:06:44.372+00,BLDR-052516-2024
271044,Alteration/Repairs ,,INTERNATIONAL MEDICINE STE 20 1484 SF 2-A CONST  B OO EXPANSION OF EXISTING PEDIATRICIAN OFFICE INTO,Non-Residential,2024/10/23 13:00:48+00,2025/01/08 19:13:31.910+00,169784.44,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,Vision Contractors Incorporated,,Wake,INTERNATIONAL MEDICINE STE 20 1484 SF 2-A CONST  B OO EXPANSION OF EXISTING PEDIATRICIAN OFFICE INTO,2025/07/07 00:00:00+00,413,,1,2025,Inside City Limits,35.81361192,-78.70474987,27607,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2025/01/08 19:13:31.910+00,Issued,Permit Issued,Existing,2024/10/25 11:07:17.029+00,2025/01/11 11:06:41.596+00,BLDNR-052561-2024
271045,Alteration/Repairs ,,"Removing and reinstalling in the existing frame, 8 new replacement double-hung windows and 7 new rep",Residential,2024/10/23 09:28:50.073+00,2024/11/01 17:25:08.973+00,18306.6,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"The Vinyl Answer, Inc. DBA Renewal By Andersen of ",Greensboro,,"Removing and reinstalling in the existing frame, 8 new replacement double-hung windows and 7 new rep",2025/12/29 10:49:38+00,127,,11,2024,Inside City Limits,35.80746491,-78.56048441,27604, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/27 10:49:44.023+00,Complete,Permit Finaled,Existing,2024/10/25 11:07:17.029+00,2024/12/30 14:06:54.554+00,BLDR-052476-2024
271046,Pool/Spa,,Caribbean Pools & Spa -Install a concrete swimming pool.,Residential,2024/10/23 13:35:11.320+00,2024/11/26 16:15:26.420+00,75000,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"Caribbean Pools & Spas, Inc.",Wilmington,,Caribbean Pools & Spa -Install a concrete swimming pool.,2025/05/25 00:00:00+00,352,,11,2024,Inside City Limits,35.80188492,-78.65527238,27608, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/14 10:02:57.193+00,Issued,Permit Issued,Existing,2024/10/25 11:07:17.029+00,2025/01/17 11:06:44.372+00,BLDR-052567-2024
271048,Alteration/Repairs ,,Reconstruction after fire loss. Going back like for like. No structural changes. Will need building ,Residential,2024/10/18 10:55:39.207+00,2024/10/29 16:18:19.447+00,47520,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,N. Raleigh Construction dba Servpro N Raleigh,Raleigh,,Reconstruction after fire loss. Going back like for like. No structural changes. Will need building ,2025/12/18 15:26:11+00,183,,10,2024,Inside City Limits,35.8761169,-78.71045586,27613, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/18 15:26:32.040+00,Issued,Permit Issued,Existing,2024/10/25 11:07:17.029+00,2024/12/21 11:06:45.376+00,BLDR-051754-2024
271051,Alteration/Repairs ,,REF ZONE-013968-2024 -tearing out interior sheetrock down to the framing in order to see how much da,Residential,2024/10/23 16:25:30.183+00,2024/11/04 15:38:05.780+00,70400,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,,,,REF ZONE-013968-2024 -tearing out interior sheetrock down to the framing in order to see how much da,2025/05/03 00:00:00+00,266,,11,2024,Inside City Limits,35.77786392,-78.70284637,27606, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/04 15:38:05.780+00,Issued,Permit Issued,Existing,2024/10/25 11:07:17.029+00,2024/11/07 11:06:36.664+00,BLDR-052622-2024
271052,Deck/Porch,,Covering an existing deck.,Residential,2024/10/23 11:36:45.187+00,2024/11/12 22:35:35.033+00,50000,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Ty Hope Homes LLC,,,Covering an existing deck.,2026/01/16 12:02:58+00,352,,11,2024,Inside City Limits,35.8881949,-78.6045304,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/16 12:03:11.407+00,Complete,Permit Finaled,Existing,2024/10/25 11:07:17.029+00,2025/01/19 11:06:06.756+00,BLDR-052532-2024
271057,Alteration/Repairs ,,"Per the Engineer Structural Report, remove a non load bearing wall to alter the existing powder room",Residential,2024/10/24 20:15:56.053+00,2025/01/15 21:23:57.913+00,3520.5,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Rdc Home Services inc,Raleigh,,"Per the Engineer Structural Report, remove a non load bearing wall to alter the existing powder room",2025/07/14 00:00:00+00,127,,1,2025,Inside City Limits,35.9125309,-78.74531735,27617, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/15 21:23:57.913+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2025/01/18 11:06:57.363+00,BLDR-052869-2024
271059,Deck/Porch,,"20' x 16' back deck with electrical
1 new construction window installation",Residential,2024/10/24 13:53:14.020+00,2024/11/13 14:32:50.793+00,26190,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"AJT CONSTRUCTION, INC",,,"20' x 16' back deck with electrical
1 new construction window installation",2025/12/15 13:21:21+00,352,,11,2024,Inside City Limits,35.92539189,-78.74998385,27613, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/16 16:54:48.640+00,Complete,Permit Finaled,Existing,2024/10/26 11:07:27.112+00,2024/12/19 11:06:33.175+00,BLDR-052772-2024
271061,Alteration/Repairs ,,Move Laundry room from 1st floor to 2nd floor,Residential,2024/10/24 18:36:06.617+00,2024/11/06 23:45:34.020+00,1760.25,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"Attivo Construction & Design, LLC",,,Move Laundry room from 1st floor to 2nd floor,2025/05/05 00:00:00+00,127,,11,2024,Inside City Limits,35.79801492,-78.66714788,27607, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/06 23:45:34.020+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2024/11/09 11:06:35.387+00,BLDR-052866-2024
271063,Alteration/Repairs ,,Install 3 helical piers to stabilize settling area.,Residential,2024/10/24 14:13:54.153+00,2024/10/31 18:41:25.910+00,5100,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,ATLANTIC FOUNDATION & REPAIR LLC,,,Install 3 helical piers to stabilize settling area.,2025/12/12 08:31:39+00,127,,10,2024,Inside City Limits,35.8789069,-78.70903386,27613, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/12 08:32:59.617+00,Complete,Permit Finaled,Existing,2024/10/26 11:07:27.112+00,2024/12/15 11:06:15.888+00,BLDR-052786-2024
271065,New Residential Dwelling,,ADU - Building a 2 unit ADU duplex within the setbacks that are described within the UDO. The struct,Residential,2024/10/24 12:36:24.040+00,2024/12/30 12:13:20.260+00,225312,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,NG Custom Builders,Raleigh,,ADU - Building a 2 unit ADU duplex within the setbacks that are described within the UDO. The struct,2026/01/19 12:47:49+00,1524,,12,2024,Inside City Limits,35.79113892,-78.71764237,27606, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/20 11:28:33.950+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2025/01/22 11:06:53.010+00,BLDR-052755-2024
271068,Alteration/Repairs ,,PONY. Existing vacant office suite to be occupied by new office tenant. Minor fit-up. Minor demoliti,Non-Residential,2024/10/24 09:03:12+00,2024/11/21 14:46:45.167+00,343074.97,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,BROOKWOOD CONSTRUCTION,,Wake,PONY. Existing vacant office suite to be occupied by new office tenant. Minor fit-up. Minor demoliti,2026/01/15 12:48:41+00,1355,,11,2024,Inside City Limits,35.80706892,-78.72906336,27607,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2025/01/15 13:21:38.593+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2025/01/18 11:06:57.363+00,BLDNR-052665-2024
271069,Alteration/Repairs ,,"Renovation of existing Master Bedroom and Bath.  Included new layout for closet, bedroom and bathroo",Residential,2024/10/24 19:23:17.063+00,2024/11/18 13:21:35.097+00,27811.95,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"ALLURE RENOVATIONS, LLC",,,"Renovation of existing Master Bedroom and Bath.  Included new layout for closet, bedroom and bathroo",2025/12/10 15:09:28+00,127,,11,2024,Inside City Limits,35.81525891,-78.67145888,27607, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/10 15:11:25.730+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2024/12/13 11:07:17.017+00,BLDR-052868-2024
271071,Alteration/Repairs ,,Install 2 helical piers to stabilize the foundation.,Residential,2024/10/24 13:51:32.240+00,2024/10/31 18:39:55.737+00,4050,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,ATLANTIC FOUNDATION & REPAIR LLC,,,Install 2 helical piers to stabilize the foundation.,2025/12/12 09:24:05+00,127,,10,2024,Inside City Limits,35.8899499,-78.74031335,27613, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/12 09:27:56.487+00,Complete,Permit Finaled,Existing,2024/10/26 11:07:27.112+00,2024/12/15 11:06:15.888+00,BLDR-052771-2024
