company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,commodityall,commodity1,commodity2,commodity3,commodity4,commodity5,commodity6,commodity7,commodity8,information,source1,source2,source3,link1,link2,link3
Domtar Construction Materials Ltd. ,Gypsum Lime and Alabastine Canada Ltd.,,,,,Gypsum Division,Windsor ,Nova Scotia,44.99036188,-64.13207446,1950,1966,,,,,Gypsum,Gypsum,,,,,,,,,1,1,1, https://publications.gc.ca/collections/collection_2018/statcan/26-221/CS26-221-1962-eng.pdf,https://mycompanies.fandom.com/wiki/Gypsu,
Agnico Mines Ltd,Agnico-Eagle Mines Limited,Cobalt Consolidated Mining Corp. Ltd. ,,,,,Cobalt ,Ontario,47.36214,-79.64146,1950,1988,,,,,Silver,Silver,,,,,,,,,1,1,1,https://www.northernontariobusiness.com/industry-news/mining/inquiring-minds-want-to-know-about-agnico-eagles-vales-cobalt-assets-849371,,
French Mines Ltd.,,,,,,French,Hedley,British Columbia,49.322167,-120.021,1950,1964,,,,,"Copper, Silver, Gold, Zinc, Cadmium, Antimony",Copper,Silver,Gold,Zinc,Cadmium,Antimony,,,,1,1,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=092HSE059,,
Deak Resources Corp. ,,,,,,West Macdonald,Rouyn-Noranda,Quebec,45.70389,-71.37278,1951,1959,1991,1993,,,"Zinc, Gold, Silver ",Zinc,Gold,Silver,,,,,,,1,1,1,https://gq.mines.gouv.qc.ca/documents/examine/GM55760/GM55760.pdf,,
D’Or Val Mines Ltd. ,,,,,,Bevcon,Val d'Or,Quebec,48.098176,-77.422127,1951,1965,,,,,"Gold, Copper, Tungsten, Bismuth, Zinc, Silver",Gold,Copper,Tungsten,Bismuth,Zinc,Silver,,,,1,1,1,https://www.mindat.org/loc-257047.html,,
Barvue Mines Ltd.,Abcourt Mines Inc.,,,,,,Desmaraisville ,Quebec,48.52417,-77.68306,1952,1957,1983,1990,,,"Copper, Zinc, Silver, Gold, Lead, Arsenic",Copper,Zinc,Silver,Gold,Lead,Arsenic,,,I think the mine above and below should be merged with this one,1,1,1,https://miningdataonline.com/property/1586/Abcourt-Barvue-Project.aspx#Owners,https://www.mindat.org/loc-257019.html,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf
Bicroft Uranium Mines Ltd. ,Macassa Gold Mines Ltd. ,,,,,Bicroft,,Ontario,45.03306,-78.02977,1953,1963,,,,,Uranium,Uranium,,,,,,,,,1,1,1,https://www.wikiwand.com/en/Bicroft_Mine,https://www.mindat.org/loc-531.html,
Lowphos Ore Ltd.,National Steel Corp. of Canada,,,,,Moose Mountain,Capreol,Ontario,46.84889,-81.03694,1954,1979,,,,,Iron ore,Iron ore,,,,,,,,,1,1,1,https://www.mindat.org/loc-239153.html,https://scholar.uwindsor.ca/cgi/viewcontent.cgi?article=7754&context=etd,
Molybdenite Corp. of Canada Ltd.,,,,,,,Vassan ,Quebec,48.288263,-77.993779,1954,1971,,,,,"Molybdenum, Beryllium, Copper, Bismuth",Molybdenum,Beryllium,Copper,Bismuth,,,,,,1,1,1,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,,
Opemiska Copper Mines (Quebec) Ltd.,Minnova Inc. (Opemiska Division),,,,,Opemiskas (Opemiska Copper Complex),Chibougamau ,Quebec,49.78833,-74.86111,1954,1991,,,,,"Copper, Gold",Copper,Gold,,,,,,,for closing date see link3. for open date see link1 and link3,1,1,1,https://www.mindat.org/loc-194379.html,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255233,https://qccopper.com/projects/opemiska/
Iron Ore Co. of Canada,,,,,,,Schefferville ,Quebec,54.8011794,-66.81806392,1954,1982,,,,,Iron ore,Iron ore,,,,,,,,"seems like a perfect example of a mining town that closed and that was on indigenous territory
When mine operations ceased, most of the 4,000 or so non-aboriginal occupants left. ",1,1,1,"https://www.ironore.ca/en/who-we-are/history-of-ioc
https://en.wikipedia.org/wiki/Schefferville",https://www.sciencedirect.com/science/article/pii/S2214790X21001799#!,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf
Newcastle Coal Co. Ltd.,,,,,,,,New Brunswick,46.0438,-66.0259,1955,1961,1966,1967,,,Coal,Coal,,,,,,,,Minor occurrence (limited to no exploration work),1,1,1,https://www1.gnb.ca/0078/GeoscienceDatabase/IndustrialMinerals/qryIndMinSummary-e.asp?Num=568,,
Continental Titanium Corp,,,,,,,St-Urbain,Quebec,47.53972,-70.565,1955,1966,,,,,Ilmenite,Ilmenite,,,,,,,,"related to other mines (Bignell, General Electric, Coulombe et Furnace)",1,1,1,https://gq.mines.gouv.qc.ca/documents/examine/GM22128/GM22128.pdf,https://www.geoparccharlevoix.org/decouvrir/saint-urbain-anciennes-mines-ilmenite/,
Rio Algom Mines Ltd. ,Pronto Uranium Mines Ltd. ,,,,,Pronto,"Spragge, Elliot Lake",Ontario,46.21,-82.71,1956,1960,,,,,Uranium,Uranium,,,,,,,,,1,1,1,https://www.mindat.org/loc-171349.html,,
Cominco Ltd.,"Consolidated Mining and Smelting Co. of Canada Ltd., The ",,,,,Wedge,Bathurst,New Brunswick,47.39,-66.13,1956,2008,,,,,Copper,Copper,,,,,,,,important mining camp,1,1,1,https://www.researchgate.net/publication/337655227_Great_Mining_Camps_of_Canada_7_The_Bathurst_Mining_Camp_New_Brunswick_Part_1_Geology_and_Exploration_History,,
Cambior Inc.  ,,,,,,Mine Pierre Beauchemin (Eldrich-Flavel),Rouyn-Noranda,Quebec,48.319009,-79.202543,1956,1962,1988,1993,,,Gold,Gold,,,,,,,,,1,1,1,https://thediggings.com/mines/usgs10118667,https://www.mindat.org/loc-256813.html,
Quebec Lithium Corp.,,,,,,Lacorne,,Quebec,48.41083,-77.80917,1956,1965,,,,,Lithium,Lithium,,,,,,,,,1,1,1,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,https://www.mindat.org/loc-68226.html,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf
Aurizon Mines Ltd.,Cambior Inc.,,,,,Sleeping Giant,Amos,Quebec,49.1375,-77.9791,1956,1959,1974,1975,1988,open,"Gold, Silver",Gold,Silver,,,,,,,"multitude of closures and opening in the 2010s /https://mininglifeonline.net/company/sleeping-giant-mine/7563  ///////////  Contradictory information "" closuring of sleeping giant in 1991 and reopening in 1993' from https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf",1,1,1,https://miningdataonline.com/property/1589/Sleeping-Giant-Project.aspx,https://thediggings.com/mines/usgs10255515,https://www.miningdataonline.com/reports/Sleeping%20Giant_2013.pdf
Campbell Resources Inc.  ,,,,,,Joe Mann,Chibougamau ,Quebec,49.487819,-74.436758,1956,1959,1974,1975,1985,2007,"Gold, Copper, Silver, Copper, Lead, Arsenic, Zinc",Gold,Copper,Silver,Copper,Lead,Arsenic,Zinc,,operated in three phass (see link1),1,1,1,https://www.dorecopper.com/en/projects/joe-mann/,https://www.mindat.org/loc-194376.html,
Can-Met Explorations Ltds.,Denison Mines Ltd. ,Rio Algom Mines Ltd. ,,,,Can-Met and Stanrock,Elliot Lake ,Ontario,46.477631,-82.545847,1957,1960,,,,,Uranium,Uranium,,,,,,,,,1,1,1,https://emrlibrary.gov.yk.ca/gsc/economic_geology_series/16-1962/egs_16.pdf,,
Noranda Mines Limited ,,,,,,Don Rouyn and Beaudry Pit,Royun,Quebec,48.250594,-79.067261,1957,1981,,,,,"Copper, Silica, Molybdenum, Gold, Silver",Copper,Silica,Molybdenum,Gold,Silver,,,,,1,1,1,https://pubs.geoscienceworld.org/segweb/economicgeology/article-abstract/74/7/1680/19273/The-Don-Rouyn-Mine-an-Archean-porphyry-copper,,
Orchan Mines Ltd.,,,,,,Orchan (pre) and Norita (post-1976),Matagami ,Quebec,49.706617,-77.706362,1957,1982,,,,,"Zinc, Copper, Silver, Lead, Gold",Zinc,Copper,Silver,Lead,Gold,,,,,1,1,1,https://www.mindat.org/loc-186827.html,,
Westminer Canada Ltd.,Resources Copper Rand Mine,Ressources MSV Inc.,,,,Cedar Bay,Chibougamau ,Quebec,49.893133,-74.308672,1957,1990,,,,,"Copper, Gold, Silver, Zinc, Arsenic, Cobalt",Copper,Gold,Silver,Zinc,Arsenic,Cobalt,,,"This report is very important. At page 25 it contains the full history of mining ownership in Chibouamaun (http://www.chibougamaumines.com/documents/Technical_Reports_lac_chibougamau_SEDAR_000.pdf).

In 1995, Ressources MSV Inc. acquires all of the Westminer’s assets in Chibougamau.",1,1,1,https://mrdata.usgs.gov/mrds/show.php?labno=10182046,https://www.mindat.org/loc-10337.html,https://www.dorecopper.com/en/projects/cedar-bay/
Merrill Island Mining Corp. Ltd. ,,,,,,Canadian Merrill or Merrill Island,Chibougamau ,Quebec,49.87032,-74.329524,1958,1967,2007,2008,,,"Copper, Silver, Gold, Molybdenum, Zinc",Copper,Silver,Gold,Molybdenum,Zinc,,,,"I assume this is the Canadian Merrill gives the consistency between the 0,1,1 and the table 2 in link 1",1,1,1,http://www.chibougamaumines.com/documents/Technical_Reports_lac_chibougamau_SEDAR_000.pdf,,
Victoria Graphite Inc.,Joseph Dixon Crucible Company,,,,,,Portland,Ontario,44.44162,-76.64317,1959,2013,,,,,Graphite,Graphite,,,,,,,,,1,1,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/MDI/data/records/MDI31C16SE00040.html,https://www.thewhig.com/opinion/columnists/local-history-broad-envelopes-of-undeveloped-graphite-ore,
Giant Nickel Mines Ltd.,Giant Mascot Mines Ltd.,,,,,,Hope ,British Columbia,49.48361,-121.48472,1959,1971,,,,,"Nickel, Copper, Chromium, Cobalt",Nickel,Copper,Chromium,Cobalt,,,,,,1,1,1,https://propertyfile.gov.bc.ca/reports/PF009175.pdf,,
"Dresser Industries, Inc.",Magnet Cove Barium Corp.,"Magcobar Mining Company, Ltd. ",,,,,Rosalind ,Alberta,52.78737639,-112.4402551,1959,1990,,,,,Bentonite,Bentonite,,,,,,,,"In recent years there have been three sodium bentonite producers in Canada, one in Saskatchewan and two in Alberta. The Alberta operations (located in Rosalind and Onoway) traditionally produced very small quantities of bentonite for local oil-industry use. As of 1989 neither of these operations was in production, although the Rosalind operation resumed limited production in 1990. The Saskatchewan bentonite mining and processing plant, located near Avonlea, is smaller than the American operations. It has undergone a number of changes in ownership in the past twenty years, some of which, including the most recent one (1989-1991), have resulted in the complete shutdown of the operation for extended periods. Customers requiring the product have had to go to the somewhat more stable U.S.
suppliers. The Canadian bentonite also has some limitations in its use and availability, as discussed in later sections of this report",1,1,1,https://store.cim.org/en/development-of-canadian-bentonite-for-canadian-industry,https://static.ags.aer.ca/files/document/ESR/ESR_1966_02.pdf,
Dickenson Mines Ltd.,Havelock Lime (a division of Goldcorp Inc.) (Havelock Lime Works),"Graymont (NB) Inc, (Havelock Lime Operation, Surface)",Canada Cement Lafarge Ltd.,Lafarge Canada Inc.,,Havelock Lime Works,Havelock ,New Brunswick,45.99444444,-65.31555556,1960,1986,,,,,"Lime, Dolomite, Gypsum",Lime,Dolomite,Gypsum,,,,,,"1950: Production begins, Canada Cement Lafarge limestone quarry, Havelock, New Brunswick. Production was reduced in 1983. https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf",1,1,1,https://www1.gnb.ca/0078/GeoscienceDatabase/IndustrialMinerals/qryIndMinSummary-e.asp?Num=245,https://www1.gnb.ca/0078/GeoscienceDatabase/IndustrialMinerals/qryIndMinSummary-e.asp?Num=245,
Sapawe Gold Mines Ltd,,,,,,,,Ontario,48.77102684,-91.33058572,1960,1966,,,,,"Gold, Silver",Gold,Silver,,,,,,,,1,1,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/afri/data/imaging/52B14SW0090/52B14SW0090.pdf,,
Manalta Coal Ltd.,Luscar Ltd.,Great West Coal Co. Ltd.,Battle River Coal Ltd. ,,,Costello (klimax),Estevan ,Saskatchewan,49.069018,-102.7744745,1960,open,,,,,Coal,Coal,,,,,,,,,1,1,1,https://gent-family.com/SK_Coal_Mines/estevanklimaxmine.html,https://gent-family.com/SK_Coal_Mines/everettwilliamcostello.html,https://publications.gc.ca/collections/collection_2019/rncan-nrcan/m38-13/M38-13-83-20-eng.pdf
St. Lawrence Columbium and Metals Corp.,,,,,,,Oka,Quebec,45.501019,-74.030238,1961,1976,,,,,"Niobium, Rare Earth Elements (REE), Magnesium",Niobium,Rare Earth Elements (REE),Magnesium,,,,,,The mine opened in 1961 and ceased operations around 1977,1,1,1,https://www.mindat.org/loc-6702.html,,
Julna Mining Corp.,,,,,,,,Quebec,46.73928825,-76.07204232,1961,1967,,,,,Silica,Silica,,,,,,,,,1,1,1,https://numerique.banq.qc.ca/patrimoine/details/52327/2360036,,
Wilmar Mines Ltd. ,,,,,,,Cochenour,Ontario,51.063322,-93.801492,1961,1971,,,,,Gold,Gold,,,,,,,,,1,1,1,https://www.redlakemuseum.com/wilmar-mine.html,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI52N04SW00017.html,
Solbec Mines Ltd. ,,,,,,Solbec,Stratford ,Quebec,45.804761,-71.287473,1962,1971,,,,,"Zinc, Copper, Silver, Gold, Lead, Caesium",Zinc,Copper,Silver,Gold,Lead,Caesium,,,,1,1,1,https://www.mindat.org/loc-209909.html,http://minesqc.com/blogue/restauration-lancienne-mine-solbec-devenue-lieu-de-villegiature/,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf
Preissac Molybdenite Mines Ltd.,,,,,,,Cadillac ,Quebec,48.34652,-78.399005,1962,1971,,,,,"Molybdenum, Bismuth, Copper",Molybdenum,Bismuth,Copper,,,,,,,1,1,1,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,,
Marbridge Mines Ltd.,,,,,,,Val d'Or ,Quebec,48.346582,-78.191335,1962,1968,,,,,"Nickel, Copper",Nickel,Copper,,,,,,,,1,1,1,https://class1nickel.com/somanike-project/,https://www.mindat.org/loc-592.html,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf
Coniagas Mines Ltd.,,,,,,Coniagas (Conegas),Chibougamau ,Quebec,49.494436,-76.168211,1962,1967,,,,,"Zinc, Silver, Lead",Zinc,Silver,Lead,,,,,,,1,1,1,https://www.mindat.org/loc-194378.html,,
Brunswick Mining and Smelting Corp. Ltd.,Glencore Canada Corp.,,,,,Brunswick No.12,Bathurst ,New Brunswick,47.47,-65.89,1964,2013,,,,,"Zinc, Lead, Copper, Silver, Gold, Iron, Arsenic",Zinc,Lead,Copper,Silver,Gold,Iron,Arsenic,,,1,1,1,https://www.canadianminingjournal.com/news/lead-glencore-closes-belledune-smelter-permanently/,,
Annco Mines Ltd.,Cochenour-Willans Gold Mines ,,,,,,Cochenour ,Ontario,51.06971,-93.81273,1965,1971,,,,,Gold,Gold,,,,,,,,,1,1,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/AMIS/data/records/02944.html,https://www.redlakemuseum.com/annco-mine.html,
Louvem Mining Co. Inc. ,Chimo Gold Mines Ltd.,Cambio Inc.,,,,Chimo,Louvicourt,Quebec,48.011536,-77.252816,1966,1967,1989,1996,,,"Gold, Arsenic",Gold,Arsenic,,,,,,,"contradictory information "" opening of chimo gold mine, 1986"" in https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf",1,1,1,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,,
Joutel Copper Mines Ltd.,,,,,,,Joutel ,Quebec,49.452972,-78.353331,1967,1975,,,,,"Copper, Zinc, Silver, Iron",Copper,Zinc,Silver,Iron,,,,,"The mine is a copper mine and operated between 1967 and 1972. However, the mine is in the 1973 list. Moreover, according to the cite above, the mine is located in Baie-James (close to Joutel)",1,1,1,https://www.mindat.org/loc-207910.html,https://orfordmining.com/projects/joutel-properties/,
Grandroy Mines Ltd.,,,,,,Grandroy,Chibougamau ,Quebec,49.93249,-74.199214,1967,1975,,,,,"Copper, Gold, Molybdenum",Copper,Gold,Molybdenum,,,,,,"there are interruptions in 0, 1, 0, 1. See definitive dates in link1, table 2",1,1,1,http://www.chibougamaumines.com/documents/Technical_Reports_lac_chibougamau_SEDAR_000.pdf,,
Francana Minerals Ltd,Hudson Bay Mining and Smelting Co. Ltd.,Agassiz Resources Ltd.,,,,Snakehole Lake,Cabri ,Saskatchewan,50.509155,-108.4766612,1967,1991,,,,,Sodium Sulphate,Sodium Sulphate,,,,,,,,,1,1,1,https://books.google.it/books?id=HKS5Ewu3A5QC&pg=PA1456&lpg=PA1456&dq=agassiz+resources+ltd.+cabri+saskatchewan&source=bl&ots=Te8cvEhob5&sig=ACfU3U3srsduvAISi0EpXlJN2d3EZ6GpEw&hl=en&sa=X&ved=2ahUKEwjksJKHx5z8AhUuVfEDHZ2gDWUQ6AF6BAgaEAM#v=onepage&q&f=false,,
Newland Enterprises Ltd.,Erco Industries Limited (Dunville Mining Company),R.K. Bishop,Dunville Mining Co. Ltd.,,,Villa Marie,Placentia,Newfoundland-and-Labrador,47.29940556,-53.85734782,1968,1988,,,,,Pyrophyllite,Pyrophyllite,,,,,,,,The mine was also in operation from 1909 to 1910,1,1,1,https://www.gov.nl.ca/iet/files/mines-geoscience-publications-openfiles-of-nfld2889.pdf,,
Anvil Mining Corp. Ltd.,Cyprus Anvil Mining Corporation,Curragh Resources Corporation,,,,Grum or Faro,Faro,Yukon,62.35722222,-133.3730556,1969,1982,1986,1998,,,"Silver, Gold, Lead, Zinc",Silver,Gold,Lead,Zinc,,,,,"750 workers - abandoned, the Faro mine is one of Canada’s most expensive clean-up projects  billion dollars",1,1,1,https://www.rcaanc-cirnac.gc.ca/eng/1480019546952/1537554989037,,
Muscocho Explorations Ltd.,Argonaut,,,,,Magino,Wawa ,Ontario,48.28402,-84.45101,1972,1992,,,,,Gold,Gold,,,,,,,,,1,1,1,https://www.argonautgold.com/English/assets/development/magino/default.aspx,https://iaac-aeic.gc.ca/050/documents/p80044/119412E.pdf,
Similkameen Mining Co. Ltd. ,Newmont Mines Ltd. ,,,,,Similkameen Division,Princeton,British Columbia,49.34028,-120.55528,1972,open,,,,,"Copper, Molybdenum, Gold, Silver",Copper,Molybdenum,Gold,Silver,,,,,,1,1,1,https://propertyfile.gov.bc.ca/reports/PF887634.pdf,https://www.mindat.org/loc-122848.html,
Societe Miniere D'Exploration Somex Ltd (Somex),,,,,,Somex (Lac Edouard),La Tuque,Quebec,47.43884808,-72.78426359,1973,1974,,,,,"Nickel, Copper",Nickel,Copper,,,,,,,Previous name: Lac Edouard,1,1,1,https://thediggings.com/mines/usgs10097140,https://www.lacedouard.ca/upload/centre-documentaire/historique/histoire_de_lac-edouard_corr.pdf,
Silice L.M. Ltd.,Baskatong Quartz Inc.,Hogan Holdings Inc.,,,,,Lac Bouchette,Quebec,48.299659,-72.143569,1975,2014,,,,,Quartz,Quartz,,,,,,,,"might have been open and minor for the full period contracting sources
FR: Au nord du village à environ 4 km de son entrée, se trouve un important dépôt de quartz. Vers 1941, au beau milieu de la Seconde Guerre mondiale, une usine de silice ouvre ses portes à cet endroit dans le but de fournir en matières premières les Alliés, mais aussi l'industrie locale dans une moindre mesure. Le minerai est extrait et transporté par camion vers le moulin, en bordure du chemin de fer où il est entreposé, puis il est broyé selon les spécifications des clients et envoyé par voie ferroviaire. Malgré la grande valeur de l'industrie et les possibilités commerciales même en temps de paix, l'usine ne restera ouverte que quelques années et fermera peu après 1943. Le dépôt de quartz à ciel ouvert est toujours là et les ruines de l'usine sont toujours visibles dans les sous-bois en bordure du chemin de fer, au nord du village.
",1,1,1,https://www.globenewswire.com/en/news-release/2014/10/28/1412560/0/en/Fairmont-Options-Lac-Bouchette-Quartz-Property.html,https://gq.mines.gouv.qc.ca/documents/examine/GM68127/GM68127.pdf,https://www.mindat.org/loc-203534.html
Lemoine Mines Ltd.,,,,,,,Lemoine,Quebec,49.761783,-74.106777,1975,1983,,,,,"Zinc, Copper, Silver, Gold",Zinc,Copper,Silver,Gold,,,,,,1,1,1,https://www.onemine.org/document/abstract.cfm?docid=231413,,
Western Quebec Mines Inc ,Wesdome Gold Mines Ltd,,,,,Joubi,Val d'Or,Quebec,48.084246,-77.844044,1976,open,,,,,"Gold, Silver, Copper",Gold,Silver,Copper,,,,,,with important periods of closures,1,1,1,https://gq.mines.gouv.qc.ca/documents/examine/GM48168/GM48168.pdf,https://www.miningdataonline.com/reports/Kiena_TechnicalReport_12162016.pdf,
Quebec Cartier Mining Co.,,,,,,Mount Wright,Mount Wright,Quebec,52.74829517,-67.350998,1976,open,,,,,Iron,Iron,,,,,,,,,1,1,1,https://miningdataonline.com/property/962/Mont-Wright-Mine.aspx,https://www.mindat.org/maps.php?id=16700,
Yukon Barite Co. Ltd,Nuspar Resources Ltd,,,,,,MacMillan Pass ,Yukon,63.06861,-130.205,1977,1978,1984,1985,,,Gold,Gold,,,,,,,,,1,1,1,https://data.geology.gov.yk.ca/Occurrence/13754#InfoTab,,
Bras d’Or Mines Ltd.,,,,,,Mine Bras D'Or (Zone Dumont),Val d'Or,Quebec,48.125937,-77.689716,1978,1994,,,,,Gold,Gold,,,,,,,,,1,1,1,https://www.mindat.org/loc-195142.html,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,
Noranda Mines Ltd. ,,,,,,Chadbourne,Royun,Quebec,48.245971,-79.032883,1978,1990,,,,,"Gold, Silver, Copper, Tellurium",Gold,Silver,Copper,Tellurium,,,,,,1,1,1,https://store.cim.org/en/the-chadbourne-mine-n-oranda-quebec-a-gold-bearing-breccia,,
Exploration Aiguebelle Inc.,Aiguebelle Resources Inc. ,,,,,,Destor,Quebec,48.43261892,-78.67278816,1983,1988,,,,,Gold,Gold,,,,,,,,,1,1,1,https://gq.mines.gouv.qc.ca/documents/examine/GM47892/GM47892.pdf,https://goldflare.ca/en/multimedia/#aiguebelle-goldfields,
