Family,Binomial,TBL cm,Weight gr,DL mm,Pupil,Dentition,Toxicity & Dangerousness,Reproduction,Common Name
Colubridae,Enulius flavitorques,50,,,roundish,rear-fanged,unclear toxicity,,Pacific Longtail Snake
Colubridae,Enulius oligostichus,28,,,roundish,rear-fanged,unclear toxicity,,Mexican Longtail Snake
Colubridae,Enulius roatanensis,35,,,,rear-fanged,unclear toxicity,,Roatan Long tailed Snake
Leptotyphlopidae,Epacrophis boulengeri,,,,vestigial eyes,non-fanged,non-venomous,,Lamu worm snake
Leptotyphlopidae,Epacrophis drewesi,,,,vestigial eyes,non-fanged,non-venomous,,Drewes’ worm snake
Leptotyphlopidae,Epacrophis reticulatus,,,,vestigial eyes,non-fanged,non-venomous,,Reticulate Blind Snake
Elapidae,Ephalophis greyae,70,,,roundish,front-fanged,venomous bite – very dangerous,live birth (unspecific),Broome Thick tailed Sea Snake
Boidae,Epicrates alvarezi,,,,,non-fanged,,,Argentinian rainbow boa
Boidae,Epicrates assisi,,,,,non-fanged,,,Caatinga rainbow boa
Boidae,Epicrates cenchria,212,830,,,non-fanged,,,Brazilian rainbow boa
Boidae,Epicrates crassus,,,,vertical slit,non-fanged,,,Paraguayan rainbow boa
Boidae,Epicrates maurus,144,1767,,vertical slit,non-fanged,,,Colombian rainbow boa
Leptotyphlopidae,Epictia albifrons,,,,vestigial eyes,non-fanged,non-venomous,,Wagler's Blind Snake
Leptotyphlopidae,Epictia albipuncta,15.6,1.4,,vestigial eyes,non-fanged,non-venomous,,Latin American Blind Snake
Leptotyphlopidae,Epictia alfredschmidti,,,,vestigial eyes,non-fanged,non-venomous,,Schmidt's pallid blind snake
Leptotyphlopidae,Epictia amazonica,,,,vestigial eyes,non-fanged,non-venomous,,South American Blind Snake
Leptotyphlopidae,Epictia antoniogarciai,,,,vestigial eyes,non-fanged,non-venomous,,Garcia's blind snake
Leptotyphlopidae,Epictia ater,,,,vestigial eyes,non-fanged,non-venomous,,Black Blind Snake
Leptotyphlopidae,Epictia australis,,,,vestigial eyes,non-fanged,non-venomous,,Freiberg's Blind Snake
Leptotyphlopidae,Epictia bakewelli,,,,vestigial eyes,non-fanged,non-venomous,,Bakewell’s Blind Snake
Leptotyphlopidae,Epictia borapeliotes,,,,vestigial eyes,non-fanged,non-venomous,,Caatinga Thread Snake
Leptotyphlopidae,Epictia clinorostris,,,,vestigial eyes,non-fanged,non-venomous,,Flat nosed Thread Snake
Leptotyphlopidae,Epictia columbi,,,,vestigial eyes,non-fanged,non-venomous,,San Salvador Blind Snake
Leptotyphlopidae,Epictia diaplocia,,,,vestigial eyes,non-fanged,non-venomous,,Common Peru Blind Snake
Leptotyphlopidae,Epictia fallax,,,,vestigial eyes,non-fanged,non-venomous,,Black Blind Snake
Leptotyphlopidae,Epictia goudotii,,,,vestigial eyes,non-fanged,non-venomous,,Black Blind Snake
Leptotyphlopidae,Epictia guayaquilensis,,,,vestigial eyes,non-fanged,non-venomous,,Guayaquila Blind Snake
Leptotyphlopidae,Epictia hobartsmithi,,,,vestigial eyes,non-fanged,non-venomous,,Smith's blind snake
Leptotyphlopidae,Epictia magnamaculata,,,,vestigial eyes,non-fanged,non-venomous,,Black Blind Snake
Leptotyphlopidae,Epictia martinezi,,,,vestigial eyes,non-fanged,non-venomous,,Martinez' blind snake
Leptotyphlopidae,Epictia melanura,,,,vestigial eyes,non-fanged,non-venomous,,Dark Blind Snake
Leptotyphlopidae,Epictia munoai,,,,vestigial eyes,non-fanged,non-venomous,,Rio Grande do Sul Blind Snake
Leptotyphlopidae,Epictia pauldwyeri,,,,vestigial eyes,non-fanged,non-venomous,,Dwyer's blind snake
Leptotyphlopidae,Epictia peruviana,,,,vestigial eyes,non-fanged,non-venomous,,Peru Blind Snake
Leptotyphlopidae,Epictia phenops,,,,vestigial eyes,non-fanged,non-venomous,,Brown blind snake
Leptotyphlopidae,Epictia resetari,,,,vestigial eyes,non-fanged,non-venomous,,Resetar's blind snake
Leptotyphlopidae,Epictia rioignis,,,,vestigial eyes,,,,
Leptotyphlopidae,Epictia rubrolineata,,,,vestigial eyes,non-fanged,non-venomous,,Red lined Blind Snake
Leptotyphlopidae,Epictia rufidorsa,,,,vestigial eyes,non-fanged,non-venomous,,Rose Blind Snake
Leptotyphlopidae,Epictia schneideri,,,,vestigial eyes,non-fanged,non-venomous,,Schneider's blind snake
Leptotyphlopidae,Epictia septemlineata,,,,vestigial eyes,non-fanged,non-venomous,,Seven striped Blind Snake
Leptotyphlopidae,Epictia signata,,,,vestigial eyes,non-fanged,non-venomous,,South American Blind Snake
Leptotyphlopidae,Epictia striatula,,,,vestigial eyes,non-fanged,non-venomous,,Bolivian Thread Snake
Leptotyphlopidae,Epictia subcrotilla,,,,vestigial eyes,non-fanged,non-venomous,,Klauber's Blind Snake
Leptotyphlopidae,Epictia teaguei,,,,vestigial eyes,non-fanged,non-venomous,,Northern Blind Snake
Leptotyphlopidae,Epictia tenella,17.8,1.2,,vestigial eyes,non-fanged,non-venomous,,Guyana Blind Snake
Leptotyphlopidae,Epictia tesselata,,,,vestigial eyes,non-fanged,non-venomous,,Tschudi's Blind Snake
Leptotyphlopidae,Epictia tricolor,,,,vestigial eyes,non-fanged,non-venomous,,Three colored Blind Snake
Leptotyphlopidae,Epictia undecimstriata,,,,vestigial eyes,non-fanged,non-venomous,,Eleven striped Blind Snake
Leptotyphlopidae,Epictia unicolor,,,,vestigial eyes,non-fanged,non-venomous,,Unicolored thread snake
Leptotyphlopidae,Epictia vanwallachi,,,,vestigial eyes,non-fanged,non-venomous,,Van Wallach's blind snake
Leptotyphlopidae,Epictia vellardi,,,,vestigial eyes,non-fanged,non-venomous,,Argentine Thread Snake
Leptotyphlopidae,Epictia venegasi,,,,vestigial eyes,non-fanged,non-venomous,,Venegas' blind snake
Leptotyphlopidae,Epictia vindumi,,,,vestigial eyes,non-fanged,non-venomous,,Vindum's blind snake
Leptotyphlopidae,Epictia vonmayi,,,,vestigial eyes,non-fanged,non-venomous,,Von May's blind snake
Leptotyphlopidae,Epictia wynni,,,,vestigial eyes,non-fanged,non-venomous,,Wynn's blind snake
Viperidae,Eristicophis macmahoni,80,125,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,McMahons Desert Viper
Homalopsidae,Erpeton tentaculatum,95,92.9,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Tentacle Snake
Colubridae,Erythrolamprus aenigma,,,,,,,,
Colubridae,Erythrolamprus aesculapii,101,40,,roundish,rear-fanged,venomous bite – potentially dangerous,oviparous,Aesculapian False Coral Snake
Colubridae,Erythrolamprus albertguentheri,72,,,roundish,rear-fanged,unclear toxicity,,Günther’s Green Liophis
Colubridae,Erythrolamprus albiventris,,,,,,,,Culebra boba verde
Colubridae,Erythrolamprus almadensis,60,14,,roundish,rear-fanged,unclear toxicity,,Almaden Ground Snake
Colubridae,Erythrolamprus andinus,70,,,roundish,rear-fanged,unclear toxicity,,Culebra de Tierra de Incachaca
Colubridae,Erythrolamprus atraventer,51,,,roundish,rear-fanged,unclear toxicity,,Dixon's Ground Snake
Colubridae,Erythrolamprus bizona,75,124.5,,roundish,rear-fanged,venomous bite – unknown dangerousness,oviparous,false coral snake
Colubridae,Erythrolamprus breviceps,81,,,roundish,rear-fanged,unclear toxicity,,Short Ground Snake
Colubridae,Erythrolamprus carajasensis,54,,,roundish,rear-fanged,unclear toxicity,,Culebra Pardusca de Pantano
Colubridae,Erythrolamprus ceii,53,,,roundish,rear-fanged,unclear toxicity,,Culebra Andina
Colubridae,Erythrolamprus cobella,80,,,roundish,rear-fanged,unclear toxicity,,Mangrove snake
Colubridae,Erythrolamprus cursor,96,,,roundish,rear-fanged,unclear toxicity,,Lacépède's Ground Snake
Colubridae,Erythrolamprus dorsocorallinus,,,,,rear-fanged,unclear toxicity,,Culebra de banda
Colubridae,Erythrolamprus epinephalus,78,,,roundish,rear-fanged,unclear toxicity,,Serpiente Sabanera
Colubridae,Erythrolamprus festae,72,,,roundish,rear-fanged,unclear toxicity,,Drab Ground Snake
Colubridae,Erythrolamprus fraseri,,,,,,,,
Colubridae,Erythrolamprus frenatus,56,,,roundish,rear-fanged,unclear toxicity,,Swamp Liophis
Colubridae,Erythrolamprus guentheri,,,,,rear-fanged,venomous bite – unknown dangerousness,,Günther's False Coral Snake
Colubridae,Erythrolamprus ingeri,,,,,rear-fanged,unclear toxicity,,Culebra de Bolivar
Colubridae,Erythrolamprus jaegeri,68,,,roundish,rear-fanged,unclear toxicity,,Jaeger's Ground Snake
Colubridae,Erythrolamprus janaleeae,52,,,roundish,rear-fanged,unclear toxicity,,Culebra de Moyobamba
Colubridae,Erythrolamprus juliae,63,,,roundish,rear-fanged,unclear toxicity,,Julia's Ground Snake
Colubridae,Erythrolamprus lamonae,,,,,,,,
Colubridae,Erythrolamprus macrosomus,,,,,,,,
Colubridae,Erythrolamprus maryellenae,53,23,,roundish,rear-fanged,unclear toxicity,,Maryellen's Ground Snake
Colubridae,Erythrolamprus melanotus,71,,,roundish,rear-fanged,unclear toxicity,,Shaw's Dark Ground Snake
Colubridae,Erythrolamprus mertensi,40,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Mertens' Tropical Forest Snake
Colubridae,Erythrolamprus miliaris,112,,,roundish,rear-fanged,unclear toxicity,,Military Ground Snake
Colubridae,Erythrolamprus mimus,65,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Mimic False Coral Snake
Colubridae,Erythrolamprus mossoroensis,,,,,rear-fanged,unclear toxicity,,Culebra del Nordeste de Brasil
Colubridae,Erythrolamprus ocellatus,55,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Tobago False Coral Snake
Colubridae,Erythrolamprus oligolepis,,,,,rear-fanged,unclear toxicity,,Large scaled coral snake
Colubridae,Erythrolamprus ornatus,163,,,roundish,rear-fanged,unclear toxicity,,Ornate Ground Snake
Colubridae,Erythrolamprus perfuscus,100,,,roundish,rear-fanged,unclear toxicity,,Tan Ground Snake
Colubridae,Erythrolamprus poecilogyrus,120,40.1,,roundish,rear-fanged,unclear toxicity,oviparous,Goldbauch Buntnatter
Colubridae,Erythrolamprus pseudocorallus,95,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,false coral snake
Colubridae,Erythrolamprus pseudoreginae,,,,,,,,
Colubridae,Erythrolamprus pyburni,36,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Pyburn's Tropical Forest Snake
Colubridae,Erythrolamprus pygmaeus,25,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Amazon Tropical Forest Snake
Colubridae,Erythrolamprus reginae,61,36,,roundish,rear-fanged,unclear toxicity,,Royal Ground Snake
Colubridae,Erythrolamprus rochai,,,,,,,,
Colubridae,Erythrolamprus sagittifer,102,,,roundish,rear-fanged,unclear toxicity,,Arrow Ground Snake
Colubridae,Erythrolamprus semiaureus,,,,,rear-fanged,unclear toxicity,,Culebra acuática marrón
Colubridae,Erythrolamprus subocularis,37,,,roundish,rear-fanged,unclear toxicity,,Culebra de Paramba
Colubridae,Erythrolamprus taeniogaster,,,,,rear-fanged,unclear toxicity,,Culebra terrestre
Colubridae,Erythrolamprus taeniurus,74,,,roundish,rear-fanged,unclear toxicity,,Thin Ground Snake
Colubridae,Erythrolamprus torrenicola,46,,,roundish,rear-fanged,unclear toxicity,,Velvety swamp snake
Colubridae,Erythrolamprus trebbaui,,,,,rear-fanged,unclear toxicity,,Culebra terrestre de Auyantepui
Colubridae,Erythrolamprus triscalis,82,,,roundish,rear-fanged,unclear toxicity,,Three scaled Ground Snake
Colubridae,Erythrolamprus typhlus,85,54,,roundish,rear-fanged,unclear toxicity,,Velvet Swampsnake
Colubridae,Erythrolamprus viridis,67,20.7,,roundish,rear-fanged,unclear toxicity,,Crown Ground Snake
Colubridae,Erythrolamprus vitti,61,,,roundish,rear-fanged,unclear toxicity,,Culebra del Maldonado
Colubridae,Erythrolamprus williamsi,51,,,roundish,rear-fanged,unclear toxicity,,Williams' Ground Snake
Colubridae,Erythrolamprus zweifeli,,,,,rear-fanged,unclear toxicity,,Zweifel's false coral snake
Boidae,Eryx borrii,39,,,vertical slit,non-fanged,,,sand boa
Boidae,Eryx colubrinus,91,,,vertical slit,non-fanged,,ovoviviparous,Kenyan sand boa
Boidae,Eryx conicus,100,15.9,,vertical slit,non-fanged,,,Common sand boa
Boidae,Eryx elegans,69,,,vertical slit,non-fanged,,,elegant sand boa
Boidae,Eryx jaculus,84,134.5,,vertical slit,non-fanged,,ovoviviparous,Javelin sand boa
Boidae,Eryx jayakari,65,,,vertical slit,non-fanged,,,Arabian sand boa
Boidae,Eryx johnii,122,531,,vertical slit,non-fanged,,,Indian sand boa
Boidae,Eryx miliaris,91,,,vertical slit,non-fanged,,ovoviviparous,dwarf sand boa
Boidae,Eryx muelleri,78,,,vertical slit,non-fanged,,,Müller’s sand boa
Boidae,Eryx sistanensis,,,,vertical slit,,,,
Boidae,Eryx somalicus,39,,,vertical slit,non-fanged,,,Somali sand boa
Boidae,Eryx vittatus,92,,,vertical slit,non-fanged,,,Tartar sand boa
Boidae,Eryx whitakeri,79,,,vertical slit,non-fanged,,,Whitaker's sandboa
Colubridae,Etheridgeum pulchrum,40,,,roundish,rear-fanged,unclear toxicity,,Sumatra Etheridge Snake
Boidae,Eunectes beniensis,400,,,vertical slit,non-fanged,,,Bolivian anaconda
Boidae,Eunectes deschauenseei,300,20000,,,non-fanged,,,Dark spotted anaconda
Boidae,Eunectes murinus,779,200000,15,vertical slit,non-fanged,non-venomous constrictor – extremely dangerous,,Green anaconda
Boidae,Eunectes notaeus,425,50000,,,non-fanged,,oviparous,Yellow anaconda
Colubridae,Euprepiophis conspicillata,120,,,roundish,rear-fanged,unclear toxicity,,Burrowing Rat snake
Colubridae,Euprepiophis mandarinus,164,,,roundish,rear-fanged,unclear toxicity,oviparous,Mandarin Trinket Snake
Colubridae,Euprepiophis perlaceus,130,,,roundish,rear-fanged,unclear toxicity,,Pearl banded Rat Snake
Colubridae,Eutrachelophis bassleri,,,,roundish,rear-fanged,unclear toxicity,,Bassler's snake
Colubridae,Eutrachelophis papilio,,,,,,,,
Boidae,Exiliboa placata,,,,"indiscernible,vertical slit",non-fanged,,,Oaxacan dwarf boa
Colubridae,Farancia abacura,206,,,roundish,rear-fanged,unclear toxicity,oviparous,Eastern Mud Snake
Colubridae,Farancia erytrogramma,168,,,roundish,rear-fanged,unclear toxicity,,Rainbow Snake
Homalopsidae,Ferania sieboldii,78,,,vertical slit,rear-fanged,venomous bite – potentially dangerous,,Siebold's Water Snake
Colubridae,Ficimia hardyi,36,,,roundish,rear-fanged,unclear toxicity,,Hardy's Hook nosed Snake
Colubridae,Ficimia olivacea,45,,,roundish,rear-fanged,unclear toxicity,,Mexican Hook nosed Snake
Colubridae,Ficimia publia,46,,,roundish,rear-fanged,unclear toxicity,,Blotched Hooknose Snake
Colubridae,Ficimia ramirezi,32,,,roundish,rear-fanged,unclear toxicity,,Ramirez's Hooknose Snake
Colubridae,Ficimia ruspator,30,,,roundish,rear-fanged,unclear toxicity,,Guerreran Hooknose Snake
Colubridae,Ficimia streckeri,47,,,roundish,rear-fanged,unclear toxicity,,Mexican Hooknose Snake
Colubridae,Ficimia variegata,43,,,roundish,rear-fanged,unclear toxicity,,Tehuantepec Hooknose Snake
Xenodermidae,Fimbrios klossi,40,,,roundish,rear-fanged,non-venomous,,bearded snake
Xenodermidae,Fimbrios smithi,,,,roundish,rear-fanged,non-venomous,,Smith's rough water snake
Homalopsidae,Fordonia leucobalia,100,96.8,,roundish,rear-fanged,venomous bite – unknown dangerousness,live birth (unspecific),Crab eating Water Snake
Colubridae,Fowlea asperrima,120,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Boulenger's Keelback
Colubridae,Fowlea flavipunctata,125,250.7,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Yellow Spotted Keelback
Colubridae,Fowlea melanzosta,,,,,rear-fanged,venomous bite – unknown dangerousness,,Andaman Keelback
Colubridae,Fowlea piscator,175,419.9,,roundish,rear-fanged,venomous bite – unknown dangerousness,oviparous,Checkered Keelback
Colubridae,Fowlea punctulata,86,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Spotted Keelback Water Snake
Colubridae,Fowlea sanctijohannis,110,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,St. John's Keelback
Colubridae,Fowlea schnurrenbergeri,,,,,rear-fanged,venomous bite – unknown dangerousness,,Bar necked Keelback
Colubridae,Fowlea unicolor,,,,,,,,
Colubridae,Fowlea yunnanensis,75,,,roundish,rear-fanged,unclear toxicity,,Yunnan Olive Keelback
Elapidae,Furina barnardi,65,,,"indiscernible,roundish",front-fanged,venomous bite – dangerous,oviparous,yellow naped snake
Elapidae,Furina diadema,45,15,,"indiscernible,roundish",front-fanged,venomous bite – dangerous,oviparous,red naped snake
Elapidae,Furina dunmalli,75,,,"indiscernible,roundish",front-fanged,venomous bite – dangerous,oviparous,Dunmall's snake
Elapidae,Furina ornata,70,,,"indiscernible,roundish",front-fanged,venomous bite – dangerous,oviparous,orange naped snake
Elapidae,Furina tristis,100,147,,"indiscernible,roundish",front-fanged,venomous bite – dangerous,oviparous,brown headed snake
Colubridae,Galvarinus attenuatus,66,,,,rear-fanged,venomous bite – dangerous,,Walker's Slender Snake
Colubridae,Galvarinus chilensis,60,,,vertical slit,rear-fanged,venomous bite – dangerous,,Chilean Slender Snake
Colubridae,Galvarinus tarmensis,39,,,,rear-fanged,venomous bite – dangerous,,Slender Snake
Viperidae,Garthius chaseni,70,,,vertical slit,front-fanged,venomous bite – dangerous,,Mount Kinabalu pitviper
Colubridae,Geagras redimitus,24,,,,rear-fanged,unclear toxicity,,Tehuantepec Striped Snake
Colubridae,Geophis annuliferus,50,,,,rear-fanged,unclear toxicity,,Western Snail Eating Snake
Colubridae,Geophis anocularis,32,,,roundish,rear-fanged,unclear toxicity,,Sierra Mije Earth Snake
Colubridae,Geophis bellus,20,,,roundish,rear-fanged,unclear toxicity,,Altos de Pacora Earth Snake
Colubridae,Geophis berillus,,,,,,,,
Colubridae,Geophis betaniensis,33,,,roundish,rear-fanged,unclear toxicity,,Betanien Earth Snake
Colubridae,Geophis bicolor,40,,,roundish,rear-fanged,unclear toxicity,,Mexican Plateau Earth Snake
Colubridae,Geophis blanchardi,40,,,roundish,rear-fanged,unclear toxicity,,Blanchard's Earth Snake
Colubridae,Geophis brachycephalus,46,,,roundish,rear-fanged,unclear toxicity,,Colombian Earth Snake
Colubridae,Geophis cancellatus,55,,,roundish,rear-fanged,unclear toxicity,,Chiapas Earth Snake
Colubridae,Geophis cansecoi,,,,,,,,
Colubridae,Geophis carinosus,28,,,roundish,rear-fanged,unclear toxicity,,Keeled Earth Snake
Colubridae,Geophis chalybeus,31,,,roundish,rear-fanged,unclear toxicity,,Veracruz Earth Snake
Colubridae,Geophis championi,26,,,roundish,rear-fanged,unclear toxicity,,Panamenian Earth Snake
Colubridae,Geophis damiani,33,,,roundish,rear-fanged,unclear toxicity,,Honduran Red banded Earth Snake
Colubridae,Geophis downsi,25,,,roundish,rear-fanged,unclear toxicity,,Savage's Earth Snake
Colubridae,Geophis dubius,34,,,roundish,rear-fanged,unclear toxicity,,Mesa del Sur Earth Snake
Colubridae,Geophis duellmani,33,,,roundish,rear-fanged,unclear toxicity,,Sierra Juarez Earth Snake
Colubridae,Geophis dugesii,46,,,roundish,rear-fanged,unclear toxicity,,Dugès' Earth Snake
Colubridae,Geophis dunni,37,,,roundish,rear-fanged,unclear toxicity,,Dunn's Earth Snake
Colubridae,Geophis fulvoguttatus,40,,,roundish,rear-fanged,unclear toxicity,,Mertens' Earth Snake
Colubridae,Geophis godmani,40,,,roundish,rear-fanged,unclear toxicity,,Godman's Earth Snake
Colubridae,Geophis hoffmanni,30,,,roundish,rear-fanged,unclear toxicity,,Hoffmann's Earth Snake
Colubridae,Geophis immaculatus,31,,,roundish,rear-fanged,unclear toxicity,,Downs' Earth Snake
Colubridae,Geophis incomptus,39,,,roundish,rear-fanged,unclear toxicity,,Sierra Coalcoman Earth Snake
