id	product_id	product	tags	triplicate_1_sample_id	triplicate_2_sample_id	lot_no	manufacturing_date	expiration_date	collected_on	collected_at	collection_notes	blinded_name	blinded_photo	shipped_on	shipped_in	shipment_type	arrived_at_lab_on	analysis_method_phthalates	analysis_method_bisphenols	DEHP_equivalents_ng_g	DEHP_ng_g	DBP_ng_g	BBP_ng_g	DINP_ng_g	DIDP_ng_g	DEP_ng_g	DMP_ng_g	DIBP_ng_g	DNHP_ng_g	DCHP_ng_g	DNOP_ng_g	BPA_ng_g	BPS_ng_g	BPF_ng_g	DEHT_ng_g	DEHA_ng_g	DINCH_ng_g	DIDA_ng_g	DEHP_equivalents_percentile_ng_g	DEHP_percentile_ng_g	DBP_percentile_ng_g	BBP_percentile_ng_g	DINP_percentile_ng_g	DIDP_percentile_ng_g	DEP_percentile_ng_g	DMP_percentile_ng_g	DIBP_percentile_ng_g	DNHP_percentile_ng_g	DCHP_percentile_ng_g	DNOP_percentile_ng_g	BPA_percentile_ng_g	BPS_percentile_ng_g	BPF_percentile_ng_g	DEHT_percentile_ng_g	DEHA_percentile_ng_g	DINCH_percentile_ng_g	DIDA_percentile_ng_g	serving_size_g	DEHP_equivalents_ng_serving	DEHP_ng_serving	DBP_ng_serving	BBP_ng_serving	DINP_ng_serving	DIDP_ng_serving	DEP_ng_serving	DMP_ng_serving	DIBP_ng_serving	DNHP_ng_serving	DCHP_ng_serving	DNOP_ng_serving	BPA_ng_serving	BPS_ng_serving	BPF_ng_serving	DEHT_ng_serving	DEHA_ng_serving	DINCH_ng_serving	DIDA_ng_serving	DEHP_equivalents_percentile_ng_serving	DEHP_percentile_ng_serving	DBP_percentile_ng_serving	BBP_percentile_ng_serving	DINP_percentile_ng_serving	DIDP_percentile_ng_serving	DEP_percentile_ng_serving	DMP_percentile_ng_serving	DIBP_percentile_ng_serving	DNHP_percentile_ng_serving	DCHP_percentile_ng_serving	DNOP_percentile_ng_serving	BPA_percentile_ng_serving	BPS_percentile_ng_serving	BPF_percentile_ng_serving	DEHT_percentile_ng_serving	DEHA_percentile_ng_serving	DINCH_percentile_ng_serving	DIDA_percentile_ng_serving	DEHP_equivalents_percent_tdi_14_kg_epa	DEHP_percent_tdi_14_kg_epa	DBP_percent_tdi_14_kg_epa	BBP_percent_tdi_14_kg_epa	DINP_percent_tdi_14_kg_epa	DIDP_percent_tdi_14_kg_epa	DEP_percent_tdi_14_kg_epa	DMP_percent_tdi_14_kg_epa	DIBP_percent_tdi_14_kg_epa	DNHP_percent_tdi_14_kg_epa	DCHP_percent_tdi_14_kg_epa	DNOP_percent_tdi_14_kg_epa	BPA_percent_tdi_14_kg_epa	BPS_percent_tdi_14_kg_epa	BPF_percent_tdi_14_kg_epa	DEHT_percent_tdi_14_kg_epa	DEHA_percent_tdi_14_kg_epa	DINCH_percent_tdi_14_kg_epa	DIDA_percent_tdi_14_kg_epa	DEHP_equivalents_percent_tdi_70_kg_epa	DEHP_percent_tdi_70_kg_epa	DBP_percent_tdi_70_kg_epa	BBP_percent_tdi_70_kg_epa	DINP_percent_tdi_70_kg_epa	DIDP_percent_tdi_70_kg_epa	DEP_percent_tdi_70_kg_epa	DMP_percent_tdi_70_kg_epa	DIBP_percent_tdi_70_kg_epa	DNHP_percent_tdi_70_kg_epa	DCHP_percent_tdi_70_kg_epa	DNOP_percent_tdi_70_kg_epa	BPA_percent_tdi_70_kg_epa	BPS_percent_tdi_70_kg_epa	BPF_percent_tdi_70_kg_epa	DEHT_percent_tdi_70_kg_epa	DEHA_percent_tdi_70_kg_epa	DINCH_percent_tdi_70_kg_epa	DIDA_percent_tdi_70_kg_epa	DEHP_equivalents_percent_tdi_14_kg_efsa	DEHP_percent_tdi_14_kg_efsa	DBP_percent_tdi_14_kg_efsa	BBP_percent_tdi_14_kg_efsa	DINP_percent_tdi_14_kg_efsa	DIDP_percent_tdi_14_kg_efsa	DEP_percent_tdi_14_kg_efsa	DMP_percent_tdi_14_kg_efsa	DIBP_percent_tdi_14_kg_efsa	DNHP_percent_tdi_14_kg_efsa	DCHP_percent_tdi_14_kg_efsa	DNOP_percent_tdi_14_kg_efsa	BPA_percent_tdi_14_kg_efsa	BPS_percent_tdi_14_kg_efsa	BPF_percent_tdi_14_kg_efsa	DEHT_percent_tdi_14_kg_efsa	DEHA_percent_tdi_14_kg_efsa	DINCH_percent_tdi_14_kg_efsa	DIDA_percent_tdi_14_kg_efsa	DEHP_equivalents_percent_tdi_70_kg_efsa	DEHP_percent_tdi_70_kg_efsa	DBP_percent_tdi_70_kg_efsa	BBP_percent_tdi_70_kg_efsa	DINP_percent_tdi_70_kg_efsa	DIDP_percent_tdi_70_kg_efsa	DEP_percent_tdi_70_kg_efsa	DMP_percent_tdi_70_kg_efsa	DIBP_percent_tdi_70_kg_efsa	DNHP_percent_tdi_70_kg_efsa	DCHP_percent_tdi_70_kg_efsa	DNOP_percent_tdi_70_kg_efsa	BPA_percent_tdi_70_kg_efsa	BPS_percent_tdi_70_kg_efsa	BPF_percent_tdi_70_kg_efsa	DEHT_percent_tdi_70_kg_efsa	DEHA_percent_tdi_70_kg_efsa	DINCH_percent_tdi_70_kg_efsa	DIDA_percent_tdi_70_kg_efsa
7091401	57	Almond Breeze Original Almond Milk Unsweetened in Carton	dairy_alternatives,lactose_free,milk,plant_milk			06:44 #06-16681 2		2024-08-30	2024-07-09	Safeway, 1071 El Camino Real, Redwood City, CA 94063		Almond milk	07091401.jpg	2024-07-10	Original packaging	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	26	26	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	27.2	<10	<1	<100	28	53	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	8	<LOQ	<LOQ	<LOQ	240	6240	6240	<2400	<1200	<240	<24000	<2400	<1200	<2400	<240	<2400	<240	<240	<240	<240	6528	<2400	<240	<24000	49	74	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	34	<LOQ	<LOQ	<LOQ	NO RfD	2.2	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.4	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.9	0.9	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.05	<LOQ	<LOQ	NO TDI	0.2	0.2	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.009	<LOQ	<LOQ	NO TDI
7091402	58	Oatly Oatmilk Full Fat Chilled in Carton	dairy_alternatives,lactose_free,milk,plant_milk			UT 22:37C		2024-09-27	2024-07-09	Safeway, 1071 El Camino Real, Redwood City, CA 94063		Oat milk	07091402.jpg	2024-07-10	Original packaging	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	<10	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	240	<LOQ	<2400	<2400	<1200	<240	<24000	<2400	<1200	<2400	<240	<2400	<240	<240	<240	<240	<2400	<2400	<240	<24000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7091501	64	Whole Foods Boneless Beef Ribeye Steak Pasture Raised	meat,beef,beef_from_store,groceries						2024-07-09	Whole Foods Market, 1250 Jefferson Ave, Redwood City, CA 94068		Beef ribeye	07091501.jpg	2024-07-10	Original packaging inside Ziploc bag	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	290	230	12	<5	<1	<100	25.5	<5	<10	<1	<10	<1	<1	4.2	<1	1710	15	<1	<100	86	91	12	<LOQ	<LOQ	<LOQ	68	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	47	<LOQ	87	25	<LOQ	<LOQ	85	24650	19550	1020	<425	<85	<8500	2167.5	<425	<850	<85	<850	<85	<85	357	<85	145350	1275	<85	<8500	77	96	32	<LOQ	<LOQ	<LOQ	59	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	36	<LOQ	89	37	<LOQ	<LOQ	NO RfD	7.0	0.07	<LOQ	NO RfD	NO RfD	0.02	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.02	NO RfD	NO RfD	NO RfD	1.4	0.01	<LOQ	NO RfD	NO RfD	0.004	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.003	NO RfD	NO RfD	3.5	2.8	0.7	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	1.0	0.03	<LOQ	NO TDI	0.7	0.6	0.1	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.2	0.006	<LOQ	NO TDI
7091502	65	Whole Foods Boneless Beef Ribeye Steak Grass Fed	meat,beef,beef_from_store,groceries					2024-07-13	2024-07-09	Whole Foods Market, 1250 Jefferson Ave, Redwood City, CA 94069		Beef ribeye	07091502.jpg	2024-07-10	Original packaging inside Ziploc bag	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	310.5	310.5	<10	<5	<1	<100	16.8	<5	<10	<1	<10	<1	<1	7.1	<1	2220	16	<1	<100	87	92	<LOQ	<LOQ	<LOQ	<LOQ	26	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	70	<LOQ	89	29	<LOQ	<LOQ	85	26392.5	26392.5	<850	<425	<85	<8500	1428	<425	<850	<85	<850	<85	<85	603.5	<85	188700	1360	<85	<8500	79	99	<LOQ	<LOQ	<LOQ	<LOQ	38	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	52	<LOQ	90	38	<LOQ	<LOQ	NO RfD	9.4	<LOQ	<LOQ	NO RfD	NO RfD	0.01	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.02	NO RfD	NO RfD	NO RfD	1.9	<LOQ	<LOQ	NO RfD	NO RfD	0.003	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.003	NO RfD	NO RfD	3.8	3.8	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	1.3	0.03	<LOQ	NO TDI	0.8	0.8	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.3	0.006	<LOQ	NO TDI
7091601	81	Driscoll's Non-Organic Strawberries	produce,fruits,groceries,organic						2024-07-09	Whole Foods Market, 1250 Jefferson Ave, Redwood City, CA 94073		Strawberry	07091601.jpg	2024-07-10	Original packaging inside Ziploc bag	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	90.3	13.3	15.4	<5	<1	<100	24.4	<5	<10	<1	<10	<1	<1	<1	<1	25.9	<10	<1	<100	49	15	29	<LOQ	<LOQ	<LOQ	64	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	7	<LOQ	<LOQ	<LOQ	140	12642	1862	2156	<700	<140	<14000	3416	<700	<1400	<140	<1400	<140	<140	<140	<140	3626	<1400	<140	<14000	64	35	47	<LOQ	<LOQ	<LOQ	71	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	19	<LOQ	<LOQ	<LOQ	NO RfD	0.7	0.2	<LOQ	NO RfD	NO RfD	0.03	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.1	0.03	<LOQ	NO RfD	NO RfD	0.006	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	1.8	0.3	1.5	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.03	<LOQ	<LOQ	NO TDI	0.4	0.05	0.3	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.005	<LOQ	<LOQ	NO TDI
7091602	82	Good Farms Organic Strawberries	produce,fruits,groceries,organic						2024-07-09	Whole Foods Market, 1250 Jefferson Ave, Redwood City, CA 94074		Strawberry	07091602.jpg	2024-07-10	Ziploc bag	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	13.6	13.6	<10	<5	<1	<100	31.1	<5	<10	<1	<10	<1	<1	<1	<1	52.9	<10	<1	<100	9	16	<LOQ	<LOQ	<LOQ	<LOQ	72	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	24	<LOQ	<LOQ	<LOQ	140	1904	1904	<1400	<700	<140	<14000	4354	<700	<1400	<140	<1400	<140	<140	<140	<140	7406	<1400	<140	<14000	24	36	<LOQ	<LOQ	<LOQ	<LOQ	82	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	37	<LOQ	<LOQ	<LOQ	NO RfD	0.7	<LOQ	<LOQ	NO RfD	NO RfD	0.04	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.1	<LOQ	<LOQ	NO RfD	NO RfD	0.008	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.3	0.3	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.05	<LOQ	<LOQ	NO TDI	0.05	0.05	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.01	<LOQ	<LOQ	NO TDI
7091701	116	Chobani Greek Yogurt Nonfat Plain	yogurt,dairy,non_fat			16-012 PR1 010		2024-08-19	2024-07-09	Safeway, 1071 El Camino Real, Redwood City, CA 94063		Non-fat Greek yogurt	07091701.jpg	2024-07-10	Original packaging	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	18.7	18.7	<10	<5	<1	<100	20.4	<5	<10	<1	<10	<1	<1	<1	<1	60.2	<10	<1	<100	20	36	<LOQ	<LOQ	<LOQ	<LOQ	43	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	31	<LOQ	<LOQ	<LOQ	150	2805	2805	<1500	<750	<150	<15000	3060	<750	<1500	<150	<1500	<150	<150	<150	<150	9030	<1500	<150	<15000	32	48	<LOQ	<LOQ	<LOQ	<LOQ	70	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	45	<LOQ	<LOQ	<LOQ	NO RfD	1.0	<LOQ	<LOQ	NO RfD	NO RfD	0.03	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.2	<LOQ	<LOQ	NO RfD	NO RfD	0.005	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.4	0.4	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.06	<LOQ	<LOQ	NO TDI	0.08	0.08	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.01	<LOQ	<LOQ	NO TDI
7091702	117	Straus Organic Whole Milk Plain Greek Yogurt	yogurt,dairy,organic,whole_milk			YBT#01 17:49:12		2024-08-14	2024-07-09	Whole Foods Market, 1250 Jefferson Ave, Redwood City, CA 94080		Whole milk Greek yogurt	07091702.jpg	2024-07-10	Original packaging	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	16.6	16.6	<10	<5	<1	<100	23	<5	<10	<1	<10	<1	<1	<1	<1	34.7	<10	<1	<100	15	29	<LOQ	<LOQ	<LOQ	<LOQ	55	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	14	<LOQ	<LOQ	<LOQ	170	2822	2822	<1700	<850	<170	<17000	3910	<850	<1700	<170	<1700	<170	<170	<170	<170	5899	<1700	<170	<17000	33	49	<LOQ	<LOQ	<LOQ	<LOQ	80	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	31	<LOQ	<LOQ	<LOQ	NO RfD	1.0	<LOQ	<LOQ	NO RfD	NO RfD	0.03	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.2	<LOQ	<LOQ	NO RfD	NO RfD	0.007	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.4	0.4	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.04	<LOQ	<LOQ	NO TDI	0.08	0.08	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.008	<LOQ	<LOQ	NO TDI
7091703	118	Straus Organic Whole Milk European Style Plain Yogurt	yogurt,dairy,organic,whole_milk			YBT#01 07:43:32		2024-08-18	2024-07-09	Safeway, 1071 El Camino Real, Redwood City, CA 94063		Whole milk European yogurt	07091703.jpg	2024-07-10	Original packaging	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	15.8	15.8	<10	<5	<1	<100	21.4	<5	<10	<1	<10	<1	<1	<1	<1	27.7	<10	<1	<100	14	25	<LOQ	<LOQ	<LOQ	<LOQ	46	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	9	<LOQ	<LOQ	<LOQ	170	2686	2686	<1700	<850	<170	<17000	3638.0	<850	<1700	<170	<1700	<170	<170	<170	<170	4709	<1700	<170	<17000	32	46	<LOQ	<LOQ	<LOQ	<LOQ	75	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	27	<LOQ	<LOQ	<LOQ	NO RfD	1.0	<LOQ	<LOQ	NO RfD	NO RfD	0.03	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.2	<LOQ	<LOQ	NO RfD	NO RfD	0.006	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.4	0.4	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.03	<LOQ	<LOQ	NO TDI	0.08	0.08	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.007	<LOQ	<LOQ	NO TDI
7091801	30	KIND Dark Chocolate Nuts & Sea Salt Bar	snacks,groceries			BC24092 B2 W3 02:02		2025-07-02	2024-07-09	Whole Foods Market, 1250 Jefferson Ave, Redwood City, CA 94064		Chocolate and nuts bar		2024-07-10	Original packaging	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	133.6	30.1	20.7	<5	<1	<100	19.8	<5	<10	<1	<10	<1	<1	<1	<1	400	<10	<1	<100	71	62	60	<LOQ	<LOQ	<LOQ	38	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	76	<LOQ	<LOQ	<LOQ	40	5344	1204	828	<200	<40	<4000	792	<200	<400	<40	<400	<40	<40	<40	<40	16000	<400	<40	<4000	47	22	28	<LOQ	<LOQ	<LOQ	29	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	62	<LOQ	<LOQ	<LOQ	NO RfD	0.4	0.06	<LOQ	NO RfD	NO RfD	0.007	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.09	0.01	<LOQ	NO RfD	NO RfD	0.001	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.8	0.2	0.6	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.1	<LOQ	<LOQ	NO TDI	0.2	0.03	0.1	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.02	<LOQ	<LOQ	NO TDI
7091901	59	Fairlife Core Power Elite 42g High Protein Shake Vanilla	protein_drinks,beverages,protein,shakes	7091902	7091903	GA 03:28 2 04-197		2024-12-12	2024-07-09	CVS		Flavored protein shake	07091901.jpg	2024-07-10	Original packaging	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	<10	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	450	<LOQ	<4500	<4500	<2250	<450	<45000	<4500	<2250	<4500	<450	<4500	<450	<450	<450	<450	<4500	<4500	<450	<45000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7091902	59	Fairlife Core Power Elite 42g High Protein Shake Vanilla	protein_drinks,beverages,protein,shakes	7091901	7091903	GA 03:28 2 04-197		2024-12-12	2024-07-09	CVS		Flavored protein shake	07091902.jpg	2024-07-10	Original packaging	UPS Overnight	2024-07-11	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	24.4	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	7	<LOQ	<LOQ	<LOQ	450	<LOQ	<4500	<4500	<2250	<450	<45000	<4500	<2250	<4500	<450	<4500	<450	<450	<450	<450	10980	<4500	<450	<45000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	50	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.08	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.02	<LOQ	<LOQ	NO TDI
